Date,CHN,EUR,GBP,USD,SDR,YEN,ZAR
"11 Dec 2019",0.6469,0.0829,0.0700,0.0919,0.0667,10.0000,1.3618
"10 Dec 2019",0.6495,0.0834,0.0702,0.0923,0.0670,10.0300,1.3534
"09 Dec 2019",0.6504,0.0836,0.0703,0.0925,0.0671,10.0400,1.3510
"06 Dec 2019",0.6507,0.0832,0.0702,0.0924,0.0670,10.0500,1.3535
"05 Dec 2019",0.6525,0.0835,0.0706,0.0925,0.0672,10.0700,1.3499
"04 Dec 2019",0.6535,0.0834,0.0711,0.0924,0.0671,10.0300,1.3502
"03 Dec 2019",0.6514,0.0835,0.0715,0.0925,0.0672,10.1000,1.3478
"02 Dec 2019",0.6481,0.0837,0.0713,0.0922,0.0671,10.1000,1.3505
"29 Nov 2019",0.6467,0.0835,0.0712,0.0919,0.0670,10.0700,1.3545
"28 Nov 2019",0.6452,0.0834,0.0710,0.0919,0.0669,10.0600,1.3562
"27 Nov 2019",0.6439,0.0833,0.0714,0.0917,0.0668,10.0100,1.3591
"26 Nov 2019",0.6451,0.0834,0.0712,0.0918,0.0669,10.0100,1.3569
"25 Nov 2019",0.6481,0.0836,0.0717,0.0921,0.0671,10.0300,1.3512
"22 Nov 2019",0.6485,0.0832,0.0713,0.0921,0.0670,10.0100,1.3545
"21 Nov 2019",0.6476,0.0830,0.0711,0.0920,0.0668,9.9800,1.3578
"20 Nov 2019",0.6464,0.0830,0.0712,0.0919,0.0668,9.9700,1.3586
"19 Nov 2019",0.6452,0.0829,0.0709,0.0919,0.0667,9.9800,1.3605
"18 Nov 2019",0.6462,0.0833,0.0713,0.0921,0.0670,10.0300,1.3544
"15 Nov 2019",0.6437,0.0833,0.0713,0.0918,0.0668,9.9700,1.3578
"14 Nov 2019",0.6411,0.0831,0.0712,0.0913,0.0665,9.9300,1.3647
"13 Nov 2019",0.6411,0.0829,0.0711,0.0913,0.0665,9.9600,1.3649
"12 Nov 2019",0.6415,0.0831,0.0713,0.0917,0.0667,10.0200,1.3596
"11 Nov 2019",0.6407,0.0829,0.0714,0.0914,0.0666,9.9600,1.3644
"08 Nov 2019",0.6414,0.0831,0.0717,0.0919,0.0668,10.0400,1.3575
"07 Nov 2019",0.6434,0.0829,0.0714,0.0917,0.0667,9.9700,1.3612
"06 Nov 2019",0.6433,0.0830,0.0714,0.0919,0.0668,10.0200,1.3580
"05 Nov 2019",0.6460,0.0828,0.0715,0.0921,0.0668,10.0200,1.3572
"04 Nov 2019",0.6460,0.0823,0.0711,0.0919,0.0666,9.9500,1.3628
"01 Nov 2019",0.6423,0.0817,0.0704,0.0912,0.0661,9.8500,1.3763
"31 Oct 2019",0.6428,0.0818,0.0707,0.0913,0.0662,9.9300,1.3725
"30 Oct 2019",0.6519,0.0831,0.0718,0.0923,0.0671,10.0500,1.3511
"29 Oct 2019",0.6522,0.0834,0.0719,0.0925,0.0672,10.0800,1.3474
"28 Oct 2019",0.6517,0.0833,0.0720,0.0923,0.0671,10.0400,1.3496
"22 Oct 2019",0.6514,0.0825,0.0710,0.0921,0.0668,10.0000,1.3582
"21 Oct 2019",0.6502,0.0824,0.0712,0.0920,0.0667,9.9800,1.3603
"18 Oct 2019",0.6508,0.0826,0.0714,0.0919,0.0668,9.9800,1.3588
"17 Oct 2019",0.6487,0.0825,0.0716,0.0913,0.0665,9.9300,1.3648
"16 Oct 2019",0.6472,0.0825,0.0713,0.0911,0.0664,9.9100,1.3673
"15 Oct 2019",0.6489,0.0831,0.0724,0.0917,0.0668,9.9300,1.3564
"14 Oct 2019",0.6479,0.0831,0.0729,0.0917,0.0669,9.9300,1.3555
"11 Oct 2019",0.6466,0.0826,0.0731,0.0910,0.0665,9.8200,1.3659
"10 Oct 2019",0.6444,0.0825,0.0741,0.0906,0.0663,9.7400,1.3697
"09 Oct 2019",0.6443,0.0823,0.0739,0.0902,0.0661,9.6600,1.3759
"08 Oct 2019",0.6455,0.0825,0.0737,0.0906,0.0663,9.7300,1.3700
"07 Oct 2019",0.6475,0.0828,0.0738,0.0908,0.0665,9.7100,1.3659
"04 Oct 2019",0.6451,0.0825,0.0733,0.0905,0.0662,9.6700,1.3720
"03 Oct 2019",0.6446,0.0824,0.0734,0.0903,0.0661,9.6700,1.3746
"02 Oct 2019",0.6420,0.0822,0.0732,0.0898,0.0659,9.6800,1.3811
"27 Sep 2019",0.6462,0.0830,0.0735,0.0906,0.0665,9.7600,1.3660
"26 Sep 2019",0.6469,0.0829,0.0734,0.0908,0.0665,9.7700,1.3654
"25 Sep 2019",0.6499,0.0830,0.0732,0.0913,0.0667,9.8000,1.3598
"24 Sep 2019",0.6493,0.0831,0.0735,0.0914,0.0668,9.8200,1.3578
"23 Sep 2019",0.6492,0.0828,0.0733,0.0913,0.0667,9.8400,1.3606
"20 Sep 2019",0.6499,0.0830,0.0730,0.0918,0.0669,9.9000,1.3545
"19 Sep 2019",0.6524,0.0832,0.0737,0.0919,0.0671,9.9200,1.3504
"18 Sep 2019",0.6515,0.0831,0.0737,0.0920,0.0671,9.9600,1.3502
"17 Sep 2019",0.6503,0.0834,0.0739,0.0917,0.0670,9.9300,1.3510
"16 Sep 2019",0.6508,0.0832,0.0739,0.0921,0.0671,9.9400,1.3486
"13 Sep 2019",0.6496,0.0832,0.0746,0.0923,0.0672,9.9700,1.3459
"12 Sep 2019",0.6505,0.0834,0.0745,0.0918,0.0671,9.9200,1.3485
"11 Sep 2019",0.6543,0.0833,0.0745,0.0920,0.0672,9.9200,1.3466
"10 Sep 2019",0.6565,0.0830,0.0743,0.0917,0.0670,9.8400,1.3529
"09 Sep 2019",0.6528,0.0830,0.0747,0.0915,0.0669,9.7900,1.3541
"06 Sep 2019",0.6528,0.0828,0.0741,0.0914,0.0668,9.7800,1.3579
"05 Sep 2019",0.6535,0.0830,0.0749,0.0915,0.0669,9.7500,1.3541
"04 Sep 2019",0.6504,0.0827,0.0749,0.0908,0.0665,9.6400,1.3642
"03 Sep 2019",0.6474,0.0823,0.0750,0.0901,0.0661,9.5800,1.3736
"09 Feb 2019",0.6480,0.0823,0.0743,0.0904,0.0662,9.6000,1.3724
"30 Aug 2019",0.6448,0.0816,0.0740,0.0901,0.0658,9.5800,1.3810
"29 Aug 2019",0.6448,0.0811,0.0736,0.0899,0.0656,9.5200,1.3870
"28 Aug 2019",0.6463,0.0813,0.0735,0.0902,0.0658,9.5400,1.3825
"27 Aug 2019",0.6472,0.0813,0.0738,0.0902,0.0658,9.5300,1.3815
"26 Aug 2019",0.6470,0.0809,0.0735,0.0903,0.0657,9.5000,1.3846
"23 Aug 2019",0.6422,0.0818,0.0741,0.0905,0.0660,9.6500,1.3754
"22 Aug 2019",0.6400,0.0816,0.0745,0.0903,0.0659,9.6100,1.3787
"21 Aug 2019",0.6377,0.0814,0.0744,0.0903,0.0658,9.6200,1.3806
"20 Aug 2019",0.6361,0.0812,0.0743,0.0900,0.0656,9.5800,1.3855
"19 Aug 2019",0.6382,0.0815,0.0743,0.0904,0.0659,9.6200,1.3786
"16 Aug 2019",0.6384,0.0816,0.0748,0.0906,0.0660,9.6100,1.3768
"15 Aug 2019",0.6363,0.0810,0.0749,0.0904,0.0658,9.5700,1.3825
"14 Aug 2019",0.6380,0.0813,0.0753,0.0908,0.0661,9.6600,1.3748
"13 Aug 2019",0.6422,0.0807,0.0750,0.0904,0.0657,9.5200,1.3833
"12 Aug 2019",0.6412,0.0807,0.0750,0.0904,0.0657,9.5300,1.3836
"09 Aug 2019",0.6449,0.0815,0.0751,0.0912,0.0663,9.6600,1.3691
"08 Aug 2019",0.6453,0.0815,0.0751,0.0913,0.0663,9.6900,1.3677
"07 Aug 2019",0.6471,0.0816,0.0752,0.0914,0.0664,9.7100,1.3652
"06 Aug 2019",0.6484,0.0818,0.0818,0.0917,0.0666,9.7600,1.3600
"05 Aug 2019",0.6470,0.0822,0.0755,0.0914,0.0666,9.6900,1.3610
"02 Aug 2019",0.6416,0.0831,0.0761,0.0922,0.0671,9.8700,1.3472
"01 Aug 2019",0.6409,0.0840,0.0765,0.0927,0.0677,10.1300,1.3335
"31 Jul 2019",0.6453,0.0839,0.0770,0.0936,0.0680,10.1600,1.3260
"30 Jul 2019",0.6447,0.0840,0.0770,0.0936,0.0680,10.1600,1.3256
"29 Jul 2019",0.6432,0.0839,0.0754,0.0933,0.0678,10.1400,1.3311
"26 Jul 2019",0.6463,0.0843,0.0756,0.0939,0.0682,10.2100,1.3220
"25 Jul 2019",0.6502,0.0849,0.0758,0.0946,0.0686,10.2200,1.3124
"24 Jul 2019",0.6503,0.0847,0.0759,0.0945,0.0685,10.2200,1.3139
"23 Jul 2019",0.6504,0.0844,0.0759,0.0945,0.0685,10.2200,1.3153
"22 Jul 2019",0.6494,0.0842,0.0756,0.0944,0.0683,10.1900,1.3187
"19 Jul 2019",0.6518,0.0842,0.0757,0.0948,0.0685,10.2000,1.3150
"18 Jul 2019",0.6493,0.0840,0.0759,0.0944,0.0683,10.1600,1.3198
"17 Jul 2019",0.6493,0.0841,0.0760,0.0943,0.0683,10.2000,1.3186
"12 Jul 2019",0.6509,0.0840,0.0755,0.0947,0.0684,10.2600,1.3165
"11 Jul 2019",0.6496,0.0839,0.0755,0.0945,0.0683,10.2100,1.3189
"10 Jul 2019",0.6449,0.0835,0.0752,0.0936,0.0678,10.1900,1.3300
"09 Jul 2019",0.6456,0.0836,0.0750,0.0937,0.0679,10.2000,1.3287
"08 Jul 2019",0.6461,0.0835,0.0748,0.0937,0.0678,10.1500,1.3307
"05 Jul 2019",0.6483,0.0836,0.0749,0.0942,0.0680,10.1700,1.3252
"04 Jul 2019",0.6488,0.0836,0.0750,0.0944,0.0681,10.1700,1.3230
"03 Jul 2019",0.6487,0.0834,0.0748,0.0941,0.0679,10.1300,1.3276
"02 Jul 2019",0.6456,0.0833,0.0744,0.0940,0.0679,10.1900,1.3292
"28 Jun 2019",0.6466,0.0829,0.0743,0.0942,0.0678,10.1500,1.3310
"27 Jun 2019",0.6453,0.0826,0.0740,0.0938,0.0675,10.1400,1.3371
"26 Jun 2019",0.6438,0.0824,0.0738,0.0935,0.0673,10.0400,1.3420
"25 Jun 2019",0.6443,0.0821,0.0734,0.0936,0.0672,10.0100,1.3442
"24 Jun 2019",0.6451,0.0824,0.0736,0.0939,0.0675,10.0900,1.3384
"21 Jun 2019",0.6414,0.0827,0.0736,0.0933,0.0673,10.0100,1.3428
"20 Jun 2019",0.6433,0.0831,0.0737,0.0937,0.0676,10.0800,1.3363
"19 Jun 2019",0.6394,0.0827,0.0737,0.0926,0.0671,10.0300,1.3481
"18 Jun 2019",0.6381,0.0819,0.0734,0.0920,0.0666,9.9600,1.3596
"17 Jun 2019",0.6374,0.0820,0.0731,0.0920,0.0666,9.9900,1.3593
"14 Jun 2019",0.6374,0.0815,0.0725,0.0919,0.0664,9.9600,1.3645
"13 Jun 2019",0.6362,0.0812,0.0723,0.0918,0.0663,9.9400,1.3680
"12 Jun 2019",0.6408,0.0815,0.0726,0.0924,0.0666,10.0100,1.3584
"11 Jun 2019",0.6389,0.0815,0.0727,0.0922,0.0665,10.0200,1.3609
"10 Jun 2019",0.6381,0.0812,0.0722,0.0918,0.0663,9.9700,1.3672
"07 Jun 2019",0.6335,0.0810,0.0719,0.0913,0.0660,9.9000,1.3755
"06 Jun 2019",0.6348,0.0816,0.0722,0.0916,0.0662,9.9000,1.3684
"05 Jun 2019",0.6399,0.0820,0.0727,0.0924,0.0667,9.9800,1.3559
"04 Jun 2019",0.6442,0.0827,0.0734,0.0930,0.0672,10.0400,1.3440
"03 Jun 2019",0.6405,0.0828,0.0732,0.0925,0.0670,10.0100,1.3490
"31 May 2019",0.6363,0.0825,0.0728,0.0918,0.0667,10.0000,1.3578
"29 May 2019",0.6361,0.0822,0.0725,0.0918,0.0666,10.0200,1.3603
"28 May 2019",0.6423,0.0830,0.0732,0.0929,0.0673,10.1700,1.3420
"27 May 2019",0.6430,0.0831,0.0730,0.0931,0.0674,10.1900,1.3401
"24 May 2019",0.6435,0.0830,0.0733,0.0930,0.0674,10.1800,1.3406
"23 May 2019",0.6442,0.0833,0.0735,0.0929,0.0674,10.2400,1.3384
"22 May 2019",0.6440,0.0833,0.0732,0.0928,0.0674,10.2600,1.3390
"21 May 2019",0.6440,0.0833,0.0731,0.0929,0.0674,10.2300,1.3392
"20 May 2019",0.6450,0.0833,0.0730,0.0929,0.0674,10.2300,1.3383
"17 May 2019",0.6466,0.0834,0.0729,0.0932,0.0675,10.2100,1.3360
"16 May 2019",0.6464,0.0835,0.0728,0.0935,0.0677,10.2400,1.3326
"15 May 2019",0.6454,0.0835,0.0725,0.0936,0.0677,10.2600,1.3330
"14 May 2019",0.6446,0.0831,0.0721,0.0934,0.0675,10.2300,1.3378
"13 May 2019",0.6457,0.0834,0.0720,0.0937,0.0676,10.2800,1.3334
"10 May 2019",0.6387,0.0833,0.0719,0.0935,0.0675,10.2600,1.3373
"09 May 2019",0.6368,0.0833,0.0716,0.0933,0.0674,10.2500,1.3399
"08 May 2019",0.6328,0.0832,0.0714,0.0933,0.0673,10.2600,1.3424
"07 May 2019",0.6316,0.0830,0.0710,0.0931,0.0672,10.3200,1.3446
"06 May 2019",0.6317,0.0831,0.0709,0.0930,0.0671,10.3000,1.3454
"03 May 2019",0.6250,0.0830,0.0711,0.0927,0.0670,10.3300,1.3494
"02 May 2019",0.6276,0.0831,0.0713,0.0931,0.0672,10.3800,1.3444
"30 Apr 2019",0.6292,0.0834,0.0721,0.0932,0.0674,10.3800,1.3391
"29 Apr 2019",0.6282,0.0836,0.0721,0.0933,0.0675,10.4100,1.3374
"26 Apr 2019",0.6271,0.0835,0.0721,0.0930,0.0673,10.3900,1.3405
"25 Apr 2019",0.6262,0.0833,0.0720,0.0929,0.0672,10.4000,1.3425
"24 Apr 2019",0.6273,0.0832,0.0721,0.0932,0.0673,10.4200,1.3402
"23 Apr 2019",0.6311,0.0836,0.0724,0.0940,0.0678,10.5100,1.3301
"18 Apr 2019",0.6319,0.0836,0.0724,0.0945,0.0680,10.5700,1.3253
"17 Apr 2019",0.6332,0.0837,0.0724,0.0946,0.0680,10.6000,1.3230
"16 Apr 2019",0.6333,0.0835,0.0721,0.0944,0.0679,10.5700,1.3265
"15 Apr 2019",0.6346,0.0836,0.0723,0.0946,0.0680,10.5900,1.3231
"12 Apr 2019",0.6349,0.0837,0.0723,0.0944,0.0680,10.5600,1.3246
"11 Apr 2019",0.6366,0.0840,0.0724,0.0947,0.0682,10.5300,1.3196
"10 Apr 2019",0.6343,0.0838,0.0722,0.0944,0.0680,10.4900,1.3248
"09 Apr 2019",0.6326,0.0836,0.0720,0.0941,0.0678,10.4800,1.3291
"08 Apr 2019",0.6319,0.0837,0.0720,0.0940,0.0678,10.4700,1.3297
"05 Apr 2019",0.0939,0.0838,0.0718,0.0942,0.0679,10.5200,1.3270
"04 Apr 2019",0.6307,0.0835,0.0712,0.0939,0.0676,10.4600,1.3331
"03 Apr 2019",0.6311,0.0838,0.0715,0.0940,0.0677,10.4800,1.3299
"02 Apr 2019",0.6300,0.0836,0.0718,0.0937,0.0676,10.4300,1.3333
"01 Apr 2019",0.6273,0.0831,0.0715,0.0934,0.0673,10.3800,1.3404
"29 Mar 2019",0.6241,0.0825,0.0709,0.0927,0.0668,10.2600,1.3529
"28 Mar 2019",0.6239,0.0823,0.0702,0.0927,0.0666,10.2000,1.3567
"27 Mar 2019",0.6266,0.0828,0.0707,0.0932,0.0670,10.3000,1.3471
"26 Mar 2019",0.6291,0.0829,0.0711,0.0937,0.0673,10.3200,1.3410
"25 Mar 2019",0.6255,0.0824,0.0706,0.0931,0.0669,10.2400,1.3511
"22 Mar 2019",0.6308,0.0826,0.0715,0.0940,0.0674,10.4200,1.3374
"21 Mar 2019",0.6295,0.0825,0.0713,0.0942,0.0674,10.4100,1.3381
"20 Mar 2019",0.6259,0.0821,0.0703,0.0932,0.0669,10.4000,1.3506
"19 Mar 2019",0.0933,0.0823,0.0704,0.0934,0.0670,10.3900,1.3471
"18 Mar 2019",0.6267,0.0823,0.0703,0.0933,0.0670,10.4100,1.3477
"15 Mar 2019",0.6262,0.0823,0.0704,0.0932,0.0669,10.4000,1.3494
"14 Mar 2019",0.6265,0.0824,0.0703,0.0932,0.0670,10.4000,1.3483
"13 Mar 2019",0.6270,0.0827,0.0713,0.0934,0.0672,10.3900,1.3432
"12 Mar 2019",0.6290,0.0831,0.0709,0.0936,0.0673,10.4100,1.3393
"11 Mar 2019",0.6269,0.0829,0.0717,0.0931,0.0671,10.3500,1.3437
"08 Mar 2019",0.6247,0.0829,0.0709,0.0928,0.0669,10.3100,1.3486
"07 Mar 2019",0.6301,0.0830,0.0712,0.0938,0.0675,10.4800,1.3363
"06 Mar 2019",0.6308,0.0831,0.0715,0.0939,0.0675,10.4900,1.3345
"05 Mar 2019",0.6299,0.0830,0.0714,0.0940,0.0675,10.5200,1.3342
"04 Mar 2019",0.6303,0.0829,0.0712,0.0942,0.0676,10.5400,1.3337
"01 Mar 2019",0.6329,0.0831,0.0713,0.0945,0.0677,10.5600,1.3294
"28 Feb 2019",0.6344,0.0834,0.0713,0.0949,0.0679,10.5100,1.3244
"27 Feb 2019",0.6373,0.0837,0.0720,0.0953,0.0682,10.5300,1.3173
"22 Feb 2019",0.6362,0.0834,0.0726,0.0946,0.0680,10.4800,1.3236
"25 Feb 2019",0.6338,0.0836,0.0725,0.0948,0.0680,10.4900,1.3217
"13 Aug 2019",0.6370,0.0837,0.0724,0.0951,0.0682,10.5300,1.3179
"18 Feb 2019",0.6383,0.0834,0.0730,0.0943,0.0679,10.4200,1.3254
"19 Feb 2019",0.6374,0.0832,0.0728,0.0940,0.0677,10.4000,1.3299
"20 Feb 2019",0.6348,0.0832,0.0723,0.0943,0.0678,10.4600,1.3279
"21 Feb 2019",0.6332,0.0834,0.0725,0.0944,0.0679,10.4600,1.3263
"15 Feb 2019",0.6373,0.0832,0.0734,0.0939,0.0677,10.3700,1.3290
"12 Feb 2019",0.6455,0.0843,0.0739,0.0951,0.0685,10.5100,1.3096
"13 Feb 2019",0.6447,0.0841,0.0738,0.0954,0.0686,10.5500,1.3085
"14 Feb 2019",0.6384,0.0836,0.0733,0.0943,0.0680,10.4700,1.3229
"06 Feb 2019",0.6522,0.0846,0.0745,0.0964,0.0692,10.5800,1.2943
"07 Feb 2019",0.6497,0.0844,0.0741,0.0959,0.0689,10.5400,1.3010
"08 Feb 2019",0.6484,0.0842,0.0738,0.0955,0.0687,10.4800,1.3062
"11 Feb 2019",0.6490,0.0845,0.0740,0.0957,0.0688,10.5200,1.3026
"31 Jan 2019",0.6502,0.0842,0.0738,0.0968,0.0691,10.5300,1.2961
"01 Feb 2019",0.6543,0.0848,0.0740,0.0970,0.0694,10.5600,1.2903
"04 Feb 2019",0.6555,0.0845,0.0740,0.0967,0.0693,10.6100,1.2925
"05 Feb 2019",0.6526,0.0844,0.0740,0.0965,0.0692,10.6000,1.2954
"25 Jan 2019",0.6474,0.0844,0.0728,0.0955,0.0686,10.4900,1.3070
"28 Jan 2019",0.6474,0.0841,0.0727,0.0959,0.0687,10.4900,1.3060
"29 Jan 2019",0.6471,0.0838,0.0728,0.0958,0.0686,10.4700,1.3087
"30 Jan 2019",0.6464,0.0839,0.0734,0.0961,0.0687,10.5000,1.3051
"21 Jan 2019",0.6464,0.0835,0.0738,0.0950,0.0683,10.4100,1.3147
"22 Jan 2019",0.6462,0.0835,0.0736,0.0948,0.0682,10.3700,1.3173
"23 Jan 2019",0.6434,0.0833,0.0731,0.0947,0.0681,10.3900,1.3206
"24 Jan 2019",0.6468,0.0836,0.0728,0.0952,0.0683,10.4400,1.3146
"15 Jan 2019",0.6453,0.0832,0.0740,0.0954,0.0683,10.3700,1.3144
"16 Jan 2019",0.6464,0.0837,0.0743,0.0955,0.0685,10.3500,1.3103
"17 Jan 2019",0.6460,0.0838,0.0741,0.0954,0.0685,10.3900,1.3103
"18 Jan 2019",0.6477,0.0838,0.0735,0.0955,0.0685,10.4400,1.3099
"09 Jan 2019",0.6487,0.0827,0.0744,0.0948,0.0681,10.3200,1.3204
"10 Jan 2019",0.6473,0.0825,0.0745,0.0953,0.0681,10.2900,1.3193
"11 Jan 2019",0.6437,0.0827,0.0747,0.0953,0.0682,10.3300,1.3181
"14 Jan 2019",0.6427,0.0827,0.0739,0.0949,0.0679,10.2600,1.3230
"04 Jan 2019",0.6430,0.0821,0.0740,0.0935,0.0673,10.1200,1.3381
"07 Jan 2019",0.6487,0.0829,0.0743,0.0947,0.0680,10.2500,1.3212
"08 Jan 2019",0.6500,0.0827,0.0741,0.0947,0.0680,10.3100,1.3214
"27 Dec 2018",0.6392,0.0815,0.0733,0.0927,0.0669,10.3000,1.3485
"28 Dec 2018",0.6394,0.0813,0.0735,0.0931,0.0670,10.3000,1.3463
"31 Dec 2018",0.6411,0.0815,0.0734,0.0932,0.0671,10.2800,1.3441
"03 Jan 2019",0.6390,0.0816,0.0739,0.0928,0.0668,9.9100,1.3510
"19 Dec 2018",0.6439,0.0821,0.0738,0.0935,0.0675,10.5000,1.3344
"20 Dec 2018",0.6440,0.0818,0.0737,0.0932,0.0673,10.4300,1.3392
"21 Dec 2018",0.6447,0.0815,0.0737,0.0934,0.0673,10.4000,1.3396
"24 Dec 2018",0.6391,0.0813,0.0731,0.0926,0.0668,10.2800,1.3508
"13 Dec 2018",0.6451,0.0827,0.0745,0.0940,0.0679,10.6600,1.3237
"14 Dec 2018",0.6439,0.0823,0.0741,0.0935,0.0676,10.6100,1.3312
"17 Dec 2018",0.6411,0.0822,0.0739,0.0930,0.0674,10.5500,1.3372
"18 Dec 2018",0.6424,0.0821,0.0738,0.0932,0.0674,10.4900,1.3367
"07 Dec 2018",0.6473,0.0828,0.0737,0.0941,0.0679,10.6200,1.3235
"10 Dec 2018",0.6494,0.0823,0.0738,0.0941,0.0678,10.5800,1.3266
"11 Dec 2018",0.6426,0.0820,0.0741,0.0931,0.0674,10.5400,1.3370
"12 Dec 2018",0.6428,0.0824,0.0746,0.0933,0.0676,10.5900,1.3316
"04 Dec 2018",0.6529,0.0839,0.0750,0.0955,0.0689,10.8000,1.3010
"05 Dec 2018",0.6501,0.0836,0.0746,0.0947,0.0684,10.7000,1.3115
"06 Dec 2018",0.6502,0.0833,0.0743,0.0944,0.0682,10.6500,1.3163
"29 Nov 2018",0.6591,0.0835,0.0741,0.0951,0.0686,10.7700,1.3072
"30 Nov 2018",0.6614,0.0837,0.0745,0.0953,0.0688,10.8100,1.3024
"03 Dec 2018",0.6560,0.0837,0.0744,0.0951,0.0687,10.8000,1.3049
"27 Nov 2018",0.6570,0.0834,0.0738,0.0946,0.0684,10.7300,1.3125
"28 Nov 2018",0.6561,0.0835,0.0740,0.0944,0.0684,10.7500,1.3126
"21 Nov 2018",0.6530,0.0827,0.0735,0.0941,0.0680,10.6200,1.3235
"22 Nov 2018",0.6545,0.0829,0.0739,0.0946,0.0682,10.6900,1.3170
"23 Nov 2018",0.6592,0.0833,0.0739,0.0951,0.0686,10.7300,1.3087
"26 Nov 2018",0.6579,0.0835,0.0740,0.0948,0.0685,10.7300,1.3096
"15 Nov 2018",0.6476,0.0824,0.0718,0.0935,0.0675,10.6100,1.3343
"16 Nov 2018",0.6497,0.0826,0.0732,0.0937,0.0678,10.6200,1.3283
"19 Nov 2018",0.6532,0.0826,0.0734,0.0942,0.0680,10.6300,1.3230
"20 Nov 2018",0.6536,0.0823,0.0733,0.0943,0.0679,10.6000,1.3251
"12 Nov 2018",0.6478,0.0824,0.0722,0.0932,0.0674,10.6300,1.3360
"13 Nov 2018",0.6459,0.0827,0.0721,0.0929,0.0674,10.5900,1.3370
"14 Nov 2018",0.6455,0.0823,0.0715,0.0929,0.0672,10.5800,1.3410
"06 Nov 2018",0.6490,0.0823,0.0719,0.0939,0.0676,10.6400,1.3317
"07 Nov 2018",0.6523,0.0822,0.0718,0.0942,0.0677,10.6600,1.3290
"08 Nov 2018",0.6553,0.0828,0.0721,0.0947,0.0681,10.7600,1.3193
"09 Nov 2018",0.6515,0.0827,0.0719,0.0938,0.0678,10.6900,1.3281
"31 Oct 2018",0.6438,0.0814,0.0726,0.0923,0.0668,10.4500,1.3514
"01 Nov 2018",0.6422,0.0812,0.0717,0.0922,0.0666,10.4000,1.3563
"02 Nov 2018",0.6455,0.0819,0.0719,0.0935,0.0673,10.5700,1.3385
"05 Nov 2018",0.6462,0.0820,0.0719,0.0934,0.0674,10.5900,1.3381
"26 Oct 2018",0.6448,0.0813,0.0721,0.0925,0.0668,10.3800,1.3519
"29 Oct 2018",0.6448,0.0812,0.0721,0.0926,0.0668,10.3600,1.3522
"23 Oct 2018",0.6436,0.0811,0.0721,0.0923,0.0667,10.4100,1.3545
"30 Oct 2018",0.6436,0.0811,0.0721,0.0923,0.0667,10.4100,1.3545
"22 Oct 2018",0.6489,0.0812,0.0715,0.0936,0.0672,10.5500,1.3427
"23 Oct 2018",0.6483,0.0815,0.0720,0.0933,0.0672,10.4900,1.3428
"24 Oct 2018",0.6508,0.0818,0.0722,0.0937,0.0675,10.5500,1.3361
"25 Oct 2018",0.6442,0.0812,0.0718,0.0927,0.0668,10.3900,1.3518
"16 Oct 2018",0.6485,0.0809,0.0712,0.0937,0.0671,10.5000,1.3456
"17 Oct 2018",0.6513,0.0814,0.0714,0.0942,0.0675,10.5700,1.3364
"18 Oct 2018",0.6501,0.0816,0.0716,0.0937,0.0673,10.5400,1.3395
"19 Oct 2018",0.6477,0.0815,0.0717,0.0934,0.0672,10.5100,1.3426
"11 Oct 2018",0.6429,0.0803,0.0701,0.0927,0.0664,10.4000,1.3620
"12 Oct 2018",0.6441,0.0805,0.0705,0.0933,0.0668,10.4900,1.3534
"15 Oct 2018",0.6460,0.0808,0.0711,0.0933,0.0669,10.4400,1.3503
"05 Oct 2018",0.6363,0.0800,0.0707,0.0921,0.0662,10.5000,1.3673
"08 Oct 2018",0.6361,0.0801,0.0704,0.0921,0.0662,10.4900,1.3680
"09 Oct 2018",0.6377,0.0803,0.0704,0.0921,0.0662,10.4300,1.3665
"10 Oct 2018",0.6440,0.0809,0.0707,0.0931,0.0668,10.5200,1.3523
"27 Sep 2018",0.6486,0.0807,0.0718,0.0943,0.0673,10.6300,1.3400
"28 Sep 2018",0.6500,0.0812,0.0722,0.0944,0.0676,10.7200,1.3339
"03 Oct 2018",0.6452,0.0810,0.0721,0.0937,0.0672,10.6700,1.3424
"04 Oct 2018",0.6376,0.0805,0.0714,0.0924,0.0665,10.5700,1.3596
"21 Sep 2018",0.6432,0.0799,0.0710,0.0941,0.0669,10.6200,1.3496
"24 Sep 2018",0.6441,0.0799,0.0717,0.0937,0.0669,10.5500,1.3517
"25 Sep 2018",0.6447,0.0799,0.0716,0.0939,0.0669,10.6000,1.3495
"26 Sep 2018",0.6457,0.0799,0.0713,0.0940,0.0669,10.6000,1.3502
"17 Sep 2018",0.6334,0.0792,0.0704,0.0921,0.0659,10.3200,1.3770
"18 Sep 2018",0.6341,0.0789,0.0702,0.0924,0.0659,10.3700,1.3763
"19 Sep 2018",0.6340,0.0792,0.0703,0.0926,0.0660,10.4000,1.3725
"20 Sep 2018",0.6388,0.0797,0.0709,0.0932,0.0665,10.4500,1.3611
"11 Sep 2018",0.6295,0.0789,0.0702,0.0916,0.0655,10.2100,1.3862
"12 Sep 2018",0.6307,0.0791,0.0705,0.0917,0.0656,10.2200,1.3836
"13 Sep 2018",0.6317,0.0793,0.0708,0.0923,0.0659,10.2800,1.3756
"14 Sep 2018",0.6355,0.0793,0.0707,0.0927,0.0661,10.3800,1.3697
"05 Sep 2018",0.6229,0.0785,0.0707,0.0908,0.0651,10.1200,1.3975
