Date,BDI_Close_mean,BDI_Close_median,BDI_Close_min,BDI_Close_max,BDI_Close_range,BDI_Close_std,BDI_Close_variance,BDI_Close_first,BDI_Close_last,BDI_Close_pct_change,BDI_Close_count,BDI_High_mean,BDI_High_median,BDI_High_min,BDI_High_max,BDI_High_range,BDI_High_std,BDI_High_variance,BDI_High_first,BDI_High_last,BDI_High_pct_change,BDI_High_count,BDI_Low_mean,BDI_Low_median,BDI_Low_min,BDI_Low_max,BDI_Low_range,BDI_Low_std,BDI_Low_variance,BDI_Low_first,BDI_Low_last,BDI_Low_pct_change,BDI_Low_count,Brent_USD_per_barrel,policy_rate,food_index,general_index,food_price_inflation,FAO_CP_23012_KEN,FAO_CP_23012_NAM,FAO_CP_23012_ZAF,FAO_CP_23012_ZWE,FAO_CP_23013_KEN,FAO_CP_23013_NAM,FAO_CP_23013_ZAF,FAO_CP_23013_ZWE
2004-05-01,3538.0800000000004,3539.1,3185.0,3933.0,131.0,48.98610882338036,3678.048,3933.0,3185.0,-0.0350952113714426,23,3538.0800000000004,3539.1,3185.0,3933.0,131.0,48.98610882338036,3678.048,3933.0,3185.0,-0.0350952113714426,23,3538.0800000000004,3539.1,3185.0,3933.0,131.0,48.98610882338036,3678.048,3933.0,3185.0,-0.0350952113714426,23,37.57,12.0,42.037256,44.544194,4.627249,32.909906,54.235839,55.88565,92.87029,29.755144,45.01222,48.184662,96.918819
2004-06-01,2859.25,2851.75,2622.0,3207.0,236.0,85.12119938620725,8595.2,3134.0,3207.0,0.0096941530751924,20,2859.25,2851.75,2622.0,3207.0,236.0,85.12119938620725,8595.2,3134.0,3207.0,0.0096941530751924,20,2859.25,2851.75,2622.0,3207.0,236.0,85.12119938620725,8595.2,3134.0,3207.0,0.0096941530751924,20,35.18,12.0,42.347113,44.874151,4.591837,33.391074,54.145253,55.933873,92.941324,30.719481,44.883795,47.928535,97.059376
2004-07-01,3840.15,3822.0,3287.0,4086.0,273.75,99.25536157691744,14969.64,3287.0,4048.0,0.0504260319137249,20,3840.15,3822.0,3287.0,4086.0,273.75,99.25536157691744,14969.64,3287.0,4048.0,0.0504260319137249,20,3840.15,3822.0,3287.0,4086.0,273.75,99.25536157691744,14969.64,3287.0,4048.0,0.0504260319137249,20,38.22,12.0,42.037256,44.819158,3.826531,33.184274,54.3896,56.044109,93.012357,30.706806,44.757999,47.652711,97.199934
2004-08-01,4156.37,4158.9,4040.0,4233.0,74.4,27.36388546761063,1046.6815,4100.0,4040.0,-0.000681841727382,24,4156.37,4158.9,4040.0,4233.0,74.4,27.36388546761063,1046.6815,4100.0,4040.0,-0.000681841727382,24,4156.37,4158.9,4040.0,4233.0,74.4,27.36388546761063,1046.6815,4100.0,4040.0,-0.000681841727382,24,42.74,12.0,42.140542,44.984137,3.816794,34.525405,54.523456,55.933873,93.08339,32.586332,44.678209,47.56076,97.340491
2004-09-01,4147.9,4148.0,4014.0,4233.0,71.0,26.754629076025235,1116.14,4014.0,4112.0,0.0053218566499043,20,4147.9,4148.0,4014.0,4233.0,71.0,26.754629076025235,1116.14,4014.0,4112.0,0.0053218566499043,20,4147.9,4148.0,4014.0,4233.0,71.0,26.754629076025235,1116.14,4014.0,4112.0,0.0053218566499043,20,43.2,12.0,42.243828,45.259101,4.071247,35.225659,54.428044,55.947662,93.154424,33.458317,44.561501,47.593604,97.481048
2004-10-01,4560.8,4556.75,4130.0,4922.0,169.75,61.38931424809362,4046.94,4130.0,4922.0,0.0384578013770979,20,4560.8,4556.75,4130.0,4922.0,169.75,61.38931424809362,4046.94,4130.0,4922.0,0.0384578013770979,20,4560.8,4556.75,4130.0,4922.0,169.75,61.38931424809362,4046.94,4130.0,4922.0,0.0384578013770979,20,49.78,12.0,42.347113,45.534065,4.591837,35.500028,54.589115,56.106106,93.225457,33.650387,44.998991,47.915404,97.621606
2004-11-01,5407.76,5402.8,4928.0,6172.0,210.2,75.72726933048584,7669.424000000001,4928.0,6172.0,0.0391046987598142,25,5407.76,5402.8,4928.0,6172.0,210.2,75.72726933048584,7669.424000000001,4928.0,6172.0,0.0391046987598142,25,5407.76,5402.8,4928.0,6172.0,210.2,75.72726933048584,7669.424000000001,4928.0,6172.0,0.0391046987598142,25,43.11,12.0,42.450399,45.644051,4.846939,35.13352,54.413378,56.436799,93.29649,33.494519,44.579992,48.335706,97.762163
2004-12-01,5396.066666666667,5406.0,4598.0,6208.0,458.6666666666667,166.67952123500712,32512.266666666663,6208.0,4598.0,-0.0814060858314768,15,5396.066666666667,5406.0,4598.0,6208.0,458.6666666666667,166.67952123500712,32512.266666666663,6208.0,4598.0,-0.0814060858314768,15,5396.066666666667,5406.0,4598.0,6208.0,458.6666666666667,166.67952123500712,32512.266666666663,6208.0,4598.0,-0.0814060858314768,15,39.6,12.0,42.553685,45.809029,4.834606,35.250229,54.402982,56.354126,93.367523,33.812022,44.551102,48.191228,97.902721
2005-01-01,4476.41,4475.1,4246.0,4776.0,203.4,76.6619374982017,7130.6135,4456.0,4246.0,-0.0132685524201238,24,4476.41,4475.1,4246.0,4776.0,203.4,76.6619374982017,7130.6135,4456.0,4246.0,-0.0132685524201238,24,4476.41,4475.1,4246.0,4776.0,203.4,76.6619374982017,7130.6135,4456.0,4246.0,-0.0132685524201238,24,44.51,12.0,42.65697,46.029,4.822335,35.710923,54.817965,56.52636,93.438557,33.750519,44.646137,48.572135,98.043278
2005-02-01,4588.05,4575.5,4175.0,4880.0,184.0,67.9445032105545,5589.1,4192.0,4652.0,0.0217959353192485,20,4588.05,4575.5,4175.0,4880.0,184.0,67.9445032105545,5589.1,4192.0,4652.0,0.0217959353192485,20,4588.05,4575.5,4175.0,4880.0,184.0,67.9445032105545,5589.1,4192.0,4652.0,0.0217959353192485,20,45.48,12.0,42.553685,46.193979,4.040404,36.056955,54.664319,56.553907,93.50959,33.432591,44.64921,48.591833,98.183835
2005-03-01,4681.7875,4680.0,4575.0,4791.0,80.5,29.612230918830686,1277.294375,4700.0,4627.0,-0.0038359826755733,18,4681.7875,4680.0,4575.0,4791.0,80.5,29.612230918830686,1277.294375,4700.0,4627.0,-0.0038359826755733,18,4681.7875,4680.0,4575.0,4791.0,80.5,29.612230918830686,1277.294375,4700.0,4627.0,-0.0038359826755733,18,53.1,12.0,42.553685,46.303965,3.0,36.570884,54.73421,56.898374,93.580623,33.941749,44.665506,48.526174,98.324393
2005-04-01,4527.75,4527.5,3850.0,4835.0,261.25,95.13881645525774,12921.22,4631.0,3850.0,-0.0379163246751091,20,4527.75,4527.5,3850.0,4835.0,261.25,95.13881645525774,12921.22,4631.0,3850.0,-0.0379163246751091,20,4527.75,4527.5,3850.0,4835.0,261.25,95.13881645525774,12921.22,4631.0,3850.0,-0.0379163246751091,20,51.88,12.0,42.966827,46.633922,2.463054,37.561887,54.990993,57.070607,93.651657,35.130423,45.019555,48.552437,98.46495
2005-05-01,3591.1800000000003,3590.6,3093.0,4024.0,193.0,73.43699266548848,5708.063,3815.0,3093.0,-0.036246602989726,23,3591.1800000000003,3590.6,3093.0,4024.0,193.0,73.43699266548848,5708.063,3815.0,3093.0,-0.036246602989726,23,3591.1800000000003,3590.6,3093.0,4024.0,193.0,73.43699266548848,5708.063,3815.0,3093.0,-0.036246602989726,23,48.65,12.0,42.863541,47.348828,1.965602,37.772783,54.747385,56.932823,93.72269,35.707796,44.178016,48.513028,98.605507
2005-06-01,2675.1,2672.0,2486.0,3041.0,170.25,62.29236918495141,4145.42,3041.0,2486.0,-0.040956283240589,20,2675.1,2672.0,2486.0,3041.0,170.25,62.29236918495141,4145.42,3041.0,2486.0,-0.040956283240589,20,2675.1,2672.0,2486.0,3041.0,170.25,62.29236918495141,4145.42,3041.0,2486.0,-0.040956283240589,20,54.35,12.0,43.689827,48.063735,3.170732,37.36942,54.912171,56.8157,93.793723,35.654143,44.496186,48.276599,98.746065
2005-07-01,2206.8,2209.25,1804.0,2461.0,143.5,51.176553871431054,3319.82,2461.0,1804.0,-0.0649672598787635,20,2206.8,2209.25,1804.0,2461.0,143.5,51.176553871431054,3319.82,2461.0,1804.0,-0.0649672598787635,20,2206.8,2209.25,1804.0,2461.0,143.5,51.176553871431054,3319.82,2461.0,1804.0,-0.0649672598787635,20,57.52,12.0,44.412826,48.503678,5.651106,37.088909,55.390617,57.235953,93.864757,35.57414,44.968973,48.644388,98.886622
2005-08-01,2245.15,2241.8,1747.0,2634.0,166.8,60.904207038225,4947.425499999999,1769.0,2479.0,0.0562876196275778,24,2245.15,2241.8,1747.0,2634.0,166.8,60.904207038225,4947.425499999999,1769.0,2479.0,0.0562876196275778,24,2245.15,2241.8,1747.0,2634.0,166.8,60.904207038225,4947.425499999999,1769.0,2479.0,0.0562876196275778,24,63.98,12.0,44.825969,49.32857,6.372549,36.898489,55.672884,57.3324,93.93579,35.580964,45.197958,48.703481,99.027179
2005-09-01,2832.55,2827.0,2418.0,3073.0,175.75,66.06817308322881,4745.72,2424.0,2907.0,0.0391690234807814,20,2832.55,2827.0,2418.0,3073.0,175.75,66.06817308322881,4745.72,2424.0,2907.0,0.0391690234807814,20,2832.55,2827.0,2418.0,3073.0,175.75,66.06817308322881,4745.72,2424.0,2907.0,0.0391690234807814,20,62.91,12.0,45.342397,49.768513,7.334963,36.728544,56.023221,57.380624,94.006823,35.359454,45.710652,48.874237,99.167737
2005-10-01,3138.24,3137.6,2944.0,3370.0,159.4,58.692594641778285,4187.248,2944.0,2967.0,0.0037314217143085,25,3138.24,3137.6,2944.0,3370.0,159.4,58.692594641778285,4187.248,2944.0,2967.0,0.0037314217143085,25,3138.24,3137.6,2944.0,3370.0,159.4,58.692594641778285,4187.248,2944.0,2967.0,0.0037314217143085,25,58.54,12.0,45.755539,50.648398,8.04878,36.820683,56.163602,57.449523,94.077856,35.316329,46.051111,48.959608,99.308294
2005-11-01,2880.7,2878.5,2739.0,3048.0,98.25,37.06984623176403,1599.88,2945.0,2767.0,-0.0120366818099947,20,2880.7,2878.5,2739.0,3048.0,98.25,37.06984623176403,1599.88,2945.0,2767.0,-0.0120366818099947,20,2880.7,2878.5,2739.0,3048.0,98.25,37.06984623176403,1599.88,2945.0,2767.0,-0.0120366818099947,20,55.24,12.0,46.168682,50.813377,8.759124,37.256806,56.294251,57.43575,94.14889,35.567412,46.397385,49.274842,99.448852
2005-12-01,2577.4,2571.333333333333,2407.0,2764.0,105.33333333333331,39.98549130139114,1655.013333333333,2764.0,2407.0,-0.0399322515100024,15,2577.4,2571.333333333333,2407.0,2764.0,105.33333333333331,39.98549130139114,1655.013333333333,2764.0,2407.0,-0.0399322515100024,15,2577.4,2571.333333333333,2407.0,2764.0,105.33333333333331,39.98549130139114,1655.013333333333,2764.0,2407.0,-0.0399322515100024,15,56.86,12.0,46.271968,50.978355,8.737864,37.91611,56.353537,57.490844,94.219923,36.026684,46.586586,49.852768,99.589409
2006-01-01,2252.74,2252.1,2033.0,2497.0,104.8,38.21854108491473,1820.554,2438.0,2145.0,-0.0187235748406123,24,2252.74,2252.1,2033.0,2497.0,104.8,38.21854108491473,1820.554,2438.0,2145.0,-0.0187235748406123,24,2252.74,2252.1,2033.0,2497.0,104.8,38.21854108491473,1820.554,2438.0,2145.0,-0.0187235748406123,24,62.99,12.0,47.201538,51.858241,10.653753,41.206486,57.042935,57.711301,94.290956,37.435699,46.77705,50.305914,99.729966
2006-02-01,2530.75,2514.25,2167.0,2798.0,195.5,74.21483828490214,7861.960000000001,2167.0,2682.0,0.0471092015368588,20,2530.75,2514.25,2167.0,2798.0,195.5,74.21483828490214,7861.960000000001,2167.0,2682.0,0.0471092015368588,20,2530.75,2514.25,2167.0,2798.0,195.5,74.21483828490214,7861.960000000001,2167.0,2682.0,0.0471092015368588,20,60.21,12.0,47.717967,52.24319,12.135922,42.860888,56.792399,57.787088,94.36199,37.419825,46.633282,50.43726,99.870524
2006-03-01,2584.25,2580.75,2493.0,2704.0,94.25,35.59596765400987,1781.94,2674.0,2496.0,-0.0151545676477088,20,2584.25,2580.75,2493.0,2704.0,94.25,35.59596765400987,1781.94,2674.0,2496.0,-0.0151545676477088,20,2584.25,2580.75,2493.0,2704.0,94.25,35.59596765400987,1781.94,2674.0,2496.0,-0.0151545676477088,20,62.06,12.0,48.440966,52.683133,13.834951,43.57138,57.035339,57.959321,94.433023,37.698327,47.162753,50.653992,100.011081
2006-04-01,2467.6125,2465.125,2368.0,2516.0,34.25,13.33808009560627,252.559375,2508.0,2368.0,-0.0122788162978989,18,2467.6125,2465.125,2368.0,2516.0,34.25,13.33808009560627,252.559375,2508.0,2368.0,-0.0122788162978989,18,2467.6125,2465.125,2368.0,2516.0,34.25,13.33808009560627,252.559375,2508.0,2368.0,-0.0122788162978989,18,70.26,12.0,49.163966,53.288054,14.423077,43.139352,57.102729,58.097104,94.504056,37.446207,47.229061,50.851011,100.151638
2006-05-01,2444.12,2442.1,2364.0,2514.0,55.2,21.112674497244733,606.356,2364.0,2514.0,0.0120764744034567,23,2444.12,2442.1,2364.0,2514.0,55.2,21.112674497244733,606.356,2364.0,2514.0,0.0120764744034567,23,2444.12,2442.1,2364.0,2514.0,55.2,21.112674497244733,606.356,2364.0,2514.0,0.0120764744034567,23,69.78,12.0,49.78368,53.78299,16.144578,42.715514,57.244404,58.317561,94.57509,37.605212,47.537772,51.094006,100.292196
2006-06-01,2740.7000000000003,2737.75,2551.0,2964.0,92.5,33.85664533490869,1253.8,2551.0,2964.0,0.0342163012075431,20,2740.7000000000003,2737.75,2551.0,2964.0,92.5,33.85664533490869,1253.8,2551.0,2964.0,0.0342163012075431,20,2740.7000000000003,2737.75,2551.0,2964.0,92.5,33.85664533490869,1253.8,2551.0,2964.0,0.0342163012075431,20,68.56,12.0,49.886965,54.057954,14.184397,41.452189,57.800162,58.744701,94.646123,37.580021,47.780755,51.363264,100.432753
2006-07-01,3120.4,3116.8,2849.0,3617.0,161.8,59.92587721084142,4946.735999999999,2983.0,3617.0,0.0359721964980347,25,3120.4,3116.8,2849.0,3617.0,161.8,59.92587721084142,4946.735999999999,2983.0,3617.0,0.0359721964980347,25,3120.4,3116.8,2849.0,3617.0,161.8,59.92587721084142,4946.735999999999,2983.0,3617.0,0.0359721964980347,25,73.67,12.0,50.093536,54.277925,12.790698,40.852264,58.264864,59.151165,94.717156,37.487768,47.752043,51.619391,100.57331
2006-08-01,3741.7875,3746.0,3633.0,3875.0,89.5,33.60599932186632,1236.336875,3654.0,3875.0,0.0104222946130621,19,3741.7875,3746.0,3633.0,3875.0,89.5,33.60599932186632,1236.336875,3654.0,3875.0,0.0104222946130621,19,3741.7875,3746.0,3633.0,3875.0,89.5,33.60599932186632,1236.336875,3654.0,3875.0,0.0104222946130621,19,73.23,12.0,50.609965,54.607882,12.903226,41.143013,58.764645,59.557629,94.788189,37.860962,48.180427,51.882083,100.713868
2006-09-01,4047.35,4049.75,3877.0,4279.0,162.0,60.31922660831482,4997.52,3882.0,3944.0,0.005656210463082,20,4047.35,4049.75,3877.0,4279.0,162.0,60.31922660831482,4997.52,3882.0,3944.0,0.005656210463082,20,4047.35,4049.75,3877.0,4279.0,162.0,60.31922660831482,4997.52,3882.0,3944.0,0.005656210463082,20,61.96,12.0,50.71325,54.992832,11.845103,41.814602,59.089283,59.709202,94.859223,38.09179,48.724248,52.414034,100.854425
2006-10-01,4041.68,4042.6,3931.0,4188.0,115.0,42.5530186662419,2378.656,3956.0,4188.0,0.0085703902961128,25,4041.68,4042.6,3931.0,4188.0,115.0,42.5530186662419,2378.656,3956.0,4188.0,0.0085703902961128,25,4041.68,4042.6,3931.0,4188.0,115.0,42.5530186662419,2378.656,3956.0,4188.0,0.0085703902961128,25,57.81,12.0,51.023107,55.322789,11.512415,42.596757,59.282643,60.026105,94.930256,38.293935,49.372256,53.044502,100.994983
2006-11-01,4205.849999999999,4204.5,4121.0,4369.0,78.5,28.682832624883865,1093.82,4214.0,4369.0,0.0091782232568216,20,4205.849999999999,4204.5,4121.0,4369.0,78.5,28.682832624883865,1093.82,4214.0,4369.0,0.0091782232568216,20,4205.849999999999,4204.5,4121.0,4369.0,78.5,28.682832624883865,1093.82,4214.0,4369.0,0.0091782232568216,20,58.76,12.0,50.816536,55.267796,10.067114,42.711419,59.57257,60.026105,95.001289,38.478819,50.14222,53.22839,101.13554
2006-12-01,4333.599999999999,4332.333333333333,4270.0,4407.0,78.0,29.656321468073816,991.0933333333332,4400.0,4397.0,0.0009500288766562,15,4333.599999999999,4332.333333333333,4270.0,4407.0,78.0,29.656321468073816,991.0933333333332,4400.0,4397.0,0.0009500288766562,15,4333.599999999999,4332.333333333333,4270.0,4407.0,78.0,29.656321468073816,991.0933333333332,4400.0,4397.0,0.0009500288766562,15,62.47,12.0,50.71325,55.322789,9.598214,43.827321,59.753292,60.260336,95.072323,39.554414,50.520464,53.31376,101.276097
2007-01-01,4443.82,4440.8,4219.0,4647.0,124.4,45.65357706165669,2852.7940000000003,4421.0,4243.0,-0.0068069896375048,24,4443.82,4440.8,4219.0,4647.0,124.4,45.65357706165669,2852.7940000000003,4421.0,4243.0,-0.0068069896375048,24,4443.82,4440.8,4219.0,4647.0,124.4,45.65357706165669,2852.7940000000003,4421.0,4243.0,-0.0068069896375048,24,53.68,12.0,51.229679,55.707739,8.533917,45.193022,60.259249,60.701249,95.143356,39.744784,50.851016,54.187223,101.416655
2007-02-01,4459.15,4458.0,4265.0,4872.0,133.5,47.980336150621454,3491.94,4265.0,4872.0,0.0292679034822039,20,4459.15,4458.0,4265.0,4872.0,133.5,47.980336150621454,3491.94,4265.0,4872.0,0.0292679034822039,20,4459.15,4458.0,4265.0,4872.0,133.5,47.980336150621454,3491.94,4265.0,4872.0,0.0292679034822039,20,57.56,12.0,51.746107,56.037696,8.441558,45.780662,60.453105,60.625463,95.214389,38.972484,51.056573,54.141247,101.557212
2007-03-01,5150.95,5147.75,4908.0,5388.0,94.25,33.34213629660308,1700.22,4908.0,5388.0,0.0184661348994233,20,5150.95,5147.75,4908.0,5388.0,94.25,33.34213629660308,1700.22,4908.0,5388.0,0.0184661348994233,20,5150.95,5147.75,4908.0,5388.0,94.25,33.34213629660308,1700.22,4908.0,5388.0,0.0184661348994233,20,62.05,12.0,52.469106,56.092689,8.315565,46.130789,60.76013,61.045716,95.285423,38.856652,51.658042,54.463047,101.697769
2007-04-01,5818.18,5819.9,5417.0,6321.0,158.8,58.73896204016327,5358.003000000001,5417.0,6321.0,0.027376541682467,23,5818.18,5819.9,5417.0,6321.0,158.8,58.73896204016327,5358.003000000001,5417.0,6321.0,0.027376541682467,23,5818.18,5819.9,5417.0,6321.0,158.8,58.73896204016327,5358.003000000001,5417.0,6321.0,0.027376541682467,23,67.49,12.0,53.08882,56.587624,7.983193,45.580004,61.271059,61.5624,95.356456,38.440941,52.617532,55.132925,101.838327
2007-05-01,6393.375,6401.625,5971.0,6688.0,212.0,80.28505985299536,7100.3125,6395.0,5983.0,-0.0125709829883854,18,6393.375,6401.625,5971.0,6688.0,212.0,80.28505985299536,7100.3125,6395.0,5983.0,-0.0125709829883854,18,6393.375,6401.625,5971.0,6688.0,212.0,80.28505985299536,7100.3125,6395.0,5983.0,-0.0125709829883854,18,67.21,12.0,54.121676,57.192545,8.713693,45.420297,61.607587,61.84487,95.427489,38.649659,53.238059,55.710851,101.978884
2007-06-01,5761.6,5753.25,5254.0,6278.0,399.5,147.9946382588554,25709.68,6011.0,6278.0,0.0124877978817664,20,5761.6,5753.25,5254.0,6278.0,399.5,147.9946382588554,25709.68,6011.0,6278.0,0.0124877978817664,20,5761.6,5753.25,5254.0,6278.0,399.5,147.9946382588554,25709.68,6011.0,6278.0,0.0124877978817664,20,71.05,12.0,55.670961,57.577495,11.594203,46.055031,61.779994,62.285784,95.498522,39.604616,53.474105,56.058914,102.119441
2007-07-01,6623.479999999999,6630.2,6201.0,7007.0,203.2,76.59164237108544,9455.728,6304.0,7007.0,0.0186248460563875,25,6623.479999999999,6630.2,6201.0,7007.0,203.2,76.59164237108544,9455.728,6304.0,7007.0,0.0186248460563875,25,6623.479999999999,6630.2,6201.0,7007.0,203.2,76.59164237108544,9455.728,6304.0,7007.0,0.0186248460563875,25,76.93,12.0,56.600532,58.402388,12.989691,46.390825,62.33123,62.823144,95.569556,40.186112,54.040664,56.669684,102.259999
2007-08-01,7241.3875,7242.5,6917.0,7702.0,186.5,70.22178048346444,6516.316875,6990.0,7702.0,0.0199510363536729,19,7241.3875,7242.5,6917.0,7702.0,186.5,70.22178048346444,6516.316875,6990.0,7702.0,0.0199510363536729,19,7241.3875,7242.5,6917.0,7702.0,186.5,70.22178048346444,6516.316875,6990.0,7702.0,0.0199510363536729,19,70.76,12.0,57.013674,58.567366,12.653061,46.231118,62.704314,63.222721,95.640589,40.4829,54.703767,57.470908,102.400556
2007-09-01,8574.05,8549.75,7783.0,9474.0,463.5,169.49534812794442,33873.920000000006,7783.0,9474.0,0.0456587028227341,20,8574.05,8549.75,7783.0,9474.0,463.5,169.49534812794442,33873.920000000006,7783.0,9474.0,0.0456587028227341,20,8574.05,8549.75,7783.0,9474.0,463.5,169.49534812794442,33873.920000000006,7783.0,9474.0,0.0456587028227341,20,77.17,12.0,57.11696,58.732345,12.627291,46.716382,63.010738,63.580961,95.711622,40.861978,55.187707,58.521678,102.541114
2007-10-01,10437.0,10428.6,9513.0,11033.0,362.8,135.6429925646891,37754.8,9537.0,10548.0,0.0164308613305156,25,10437.0,10428.6,9513.0,11033.0,362.8,135.6429925646891,37754.8,9537.0,10548.0,0.0164308613305156,25,10437.0,10428.6,9513.0,11033.0,362.8,135.6429925646891,37754.8,9537.0,10548.0,0.0164308613305156,25,82.34,12.0,57.633388,59.337266,12.955466,47.091079,63.533796,64.166545,95.782656,41.011553,55.852146,59.480511,102.681671
2007-11-01,10540.5,10547.25,9897.0,11039.0,360.5,127.90444277095418,20006.84,10539.0,10210.0,-0.0045449004868123,20,10540.5,10547.25,9897.0,11039.0,360.5,127.90444277095418,20006.84,10539.0,10210.0,-0.0045449004868123,20,10540.5,10547.25,9897.0,11039.0,360.5,127.90444277095418,20006.84,10539.0,10210.0,-0.0045449004868123,20,92.41,12.0,58.459673,59.502244,15.04065,47.764716,62.668189,64.366342,95.853689,41.550114,56.849359,60.058437,102.822228
2007-12-01,9526.12,9528.4,8702.0,10285.0,218.4,82.33518928110195,12859.952,10270.0,8702.0,-0.0220953825278542,19,9526.12,9528.4,8702.0,10285.0,218.4,82.33518928110195,12859.952,10270.0,8702.0,-0.0220953825278542,19,9526.12,9528.4,8702.0,10285.0,218.4,82.33518928110195,12859.952,10270.0,8702.0,-0.0220953825278542,19,90.93,12.0,58.562959,59.832201,15.478615,49.101751,63.053408,64.821029,95.924722,42.511485,57.114041,60.307998,102.962786
2008-01-01,6876.049999999999,6920.5,5615.0,8732.0,806.75,313.0480483350217,107757.64,8732.0,6134.0,-0.0700742595354904,20,6876.049999999999,6920.5,5615.0,8732.0,806.75,313.0480483350217,107757.64,8732.0,6134.0,-0.0700742595354904,20,6876.049999999999,6920.5,5615.0,8732.0,806.75,313.0480483350217,107757.64,8732.0,6134.0,-0.0700742595354904,20,92.18,12.0,60.525386,60.38213,18.145161,54.799395,64.043297,65.723517,95.995755,43.96966,58.497851,61.339071,103.103343
2008-02-01,6911.25,6896.25,6002.0,7613.0,471.5,173.95743500418482,36320.5,6121.0,7613.0,0.0457836379311387,20,6911.25,6896.25,6002.0,7613.0,471.5,173.95743500418482,36320.5,6121.0,7613.0,0.0457836379311387,20,6911.25,6896.25,6002.0,7613.0,471.5,173.95743500418482,36320.5,6121.0,7613.0,0.0457836379311387,20,94.99,12.0,61.248386,61.097036,18.363273,54.642718,64.202912,65.88075,96.066789,44.763908,58.79827,61.483059,103.2439
2008-03-01,7991.859999999999,7974.7,7619.0,8624.0,483.0,185.1172177062965,37920.323,7878.0,7737.0,-0.000905014152723,23,7991.859999999999,7974.7,7619.0,8624.0,483.0,185.1172177062965,37920.323,7878.0,7737.0,-0.000905014152723,23,7991.859999999999,7974.7,7619.0,8624.0,483.0,185.1172177062965,37920.323,7878.0,7737.0,-0.000905014152723,23,103.64,12.0,61.8681,61.646965,17.913386,55.213023,64.935161,66.82415,96.137822,45.427847,59.561777,62.490978,103.384458
2008-04-01,8517.949999999999,8486.25,7741.0,9581.0,420.25,155.8309106059185,39727.12000000001,7741.0,9581.0,0.0480316367258586,20,8517.949999999999,8486.25,7741.0,9581.0,420.25,155.8309106059185,39727.12000000001,7741.0,9581.0,0.0480316367258586,20,8517.949999999999,8486.25,7741.0,9581.0,420.25,155.8309106059185,39727.12000000001,7741.0,9581.0,0.0480316367258586,20,109.07,12.0,62.900956,62.9118,18.48249,56.773527,65.968127,67.29585,96.208855,47.224924,61.211054,63.21092,103.525015
2008-05-01,10964.125,10957.125,9855.0,11793.0,536.0,201.2686682599453,63298.348750000005,9855.0,11440.0,0.0385826568742578,18,10964.125,10957.125,9855.0,11793.0,536.0,201.2686682599453,63298.348750000005,9855.0,11440.0,0.0385826568742578,18,10964.125,10957.125,9855.0,11793.0,536.0,201.2686682599453,63298.348750000005,9855.0,11440.0,0.0385826568742578,18,122.8,12.0,64.140384,64.121642,18.51145,58.227491,66.559915,67.767549,96.279889,48.488806,61.733528,64.362828,103.665572
2008-06-01,10057.76,10105.6,8854.0,11689.0,675.0,259.6597183573946,133216.688,11458.0,8854.0,-0.0367641668493614,25,10057.76,10105.6,8854.0,11689.0,675.0,259.6597183573946,133216.688,11458.0,8854.0,-0.0367641668493614,25,10057.76,10105.6,8854.0,11689.0,675.0,259.6597183573946,133216.688,11458.0,8854.0,-0.0367641668493614,25,132.32,12.0,65.792954,65.881413,18.181818,58.891802,67.168789,68.710949,96.350922,48.634982,62.456171,65.514735,103.80613
2008-07-01,8875.25,8891.5,8280.0,9313.0,268.75,94.23698734360076,9516.16,8964.0,8280.0,-0.0130649780253026,20,8875.25,8891.5,8280.0,9313.0,268.75,94.23698734360076,9516.16,8964.0,8280.0,-0.0130649780253026,20,8875.25,8891.5,8280.0,9313.0,268.75,94.23698734360076,9516.16,8964.0,8280.0,-0.0130649780253026,20,132.72,12.0,67.032382,67.146248,18.430657,59.142485,68.781097,69.811582,96.421955,48.534819,63.929352,66.666642,103.946687
2008-08-01,7337.2875,7324.875,6809.0,8209.0,588.5,225.19938192085183,59467.801875,8209.0,6809.0,-0.0392410449321039,19,7337.2875,7324.875,6809.0,8209.0,588.5,225.19938192085183,59467.801875,8209.0,6809.0,-0.0392410449321039,19,7337.2875,7324.875,6809.0,8209.0,588.5,225.19938192085183,59467.801875,8209.0,6809.0,-0.0392410449321039,19,113.24,12.0,67.755381,67.366219,18.84058,60.095082,69.258843,70.283282,96.492989,49.257919,64.609777,67.386585,104.087245
2008-09-01,4738.76,4708.4,2990.0,6691.0,733.0,270.23363432045323,87775.184,6691.0,3002.0,-0.1235909177477559,25,4738.76,4708.4,2990.0,6691.0,733.0,270.23363432045323,87775.184,6691.0,3002.0,-0.1235909177477559,25,4738.76,4708.4,2990.0,6691.0,733.0,270.23363432045323,87775.184,6691.0,3002.0,-0.1235909177477559,25,97.23,12.0,68.788238,66.981269,20.433996,60.728058,69.685582,70.597749,96.564022,49.907216,65.450194,68.394504,104.227802
2008-10-01,1627.8,1631.25,851.0,2992.0,439.75,161.25889409165902,33427.68,2992.0,851.0,-0.2261618346621116,20,1627.8,1631.25,851.0,2992.0,439.75,161.25889409165902,33427.68,2992.0,851.0,-0.2261618346621116,20,1627.8,1631.25,851.0,2992.0,439.75,161.25889409165902,33427.68,2992.0,851.0,-0.2261618346621116,20,71.58,12.0,72.093378,67.091255,25.089606,60.941139,70.003021,70.912215,96.635055,50.307812,65.861058,68.970457,104.368359
